id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
395,1.4178328035261641e-111,7.45225186225472e-175,3.0438316838564906e-43,1.0341463511899042e-10,0.0,1.4312099724377742e-61,1.3700635556628305e-83,2.817043111577157e-115,8.288287021639702e-110,8.225800397172348e-249,4.2083013524910134e-80,7.274416868733442e-183,1.667795470358587e-140,3.7267976552072725e-150,2.728230646578971e-195,3.0975971562339227e-107,1.2900232424297551e-149,1.0978139285237286e-87,1.2246733186226625e-155,2.4207610793366258e-141,3.796475106577106e-101,1.2568488534418259e-23,0.09994954571092114,0.10000559899974508,1.1241538287311282e-47,0.10000560605797622,3.4983238347065716e-93,5.101947441376035e-70,0.10000560694710915,0.10000560694710915,2.937043218947652e-10,1.6828620860694765e-20,3.070605740046646e-62,2.180328702546519e-54,1.3912201165824987e-17,5.739263895118226e-159,1.5619513983401986e-21,0.10000560694710915,0.10000560694710915,0.10000560694710915,0.10000560694710912,4.623937732862018e-128,2.9437270933978513e-94,9.603579133340589e-33,2.293042983810412e-88,3.919618429427929e-62,5.72263434647153e-100,2.5788133376718717e-175,5.216265490932519e-141,5.066653298269674e-129,1.3844029963794854e-41,1.2885477233463002e-70,3.261385036575788e-28,1.2594375410084132e-88,3.577893158792771e-45,5.4106849163140995e-56,6.618281517025856e-116,7.321689037186063e-17,3.4383799893087495e-48,8.613653825941542e-107,6.380884652727235e-106,2.7072188002376883e-89,2.839064841099229e-15,1.6950233143368604e-184,1.637298364603555e-94,5.621655731731859e-93,1.0289686106552328e-43,2.2164895279183937e-13,2.623218211130973e-32,4.6753826405023676e-29,2.1909010891528237e-41,5.877676945877348e-137,9.590553726209775e-77,2.9912557406997445e-49,1.5461624299098197e-207,5.130477102379164e-128,3.4580798491740433e-69,1.1938147181034863e-45,1.5137559828758737e-167,2.6580979519383095e-25,5.927579172113174e-92,2.463453823702118e-10,5.205181778848937e-137,1.5515119350702595e-76,1.362976968442937e-110,1.1565552577274758e-128,3.174574462556253e-64,7.987989790147393e-25,2.2026561978030506e-142,2.2884920876160114e-171,7.024865691811509e-52,1.3259716989822483e-182,5.66245962494766e-80,1.2492539207353463e-108,3.540432928734516e-73,2.380752804171996e-159,0.1000056069050137,2.7533624648276633e-130,8.958946219127943e-109
399,2.061381663883463e-67,9.187627079245775e-182,6.838272754150097e-99,2.4386198616857922e-05,0.0,1.2521244819943218e-72,5.200954823808322e-108,1.596669408628968e-105,1.5989973923295617e-91,7.579893668537544e-231,1.1652727845623829e-45,2.839382482136563e-149,6.373211719045336e-107,3.061859588853014e-121,5.893763852104277e-160,1.7117940149221053e-163,5.0487092523212836e-124,1.585476934663362e-81,8.818590906817118e-54,4.284562229193024e-122,1.5570402701668244e-74,2.227164250286729e-45,1.593868224055677e-35,4.460053972660123e-40,4.0143006851641696e-18,3.0616393429246204e-47,2.640340221593419e-82,7.805624310555246e-62,7.440863455846433e-38,7.069656234592218e-49,2.0816648208040813e-22,2.210792250049885e-34,7.175421041219152e-82,5.289539311256765e-95,5.302209614752983e-59,1.9430690246512354e-190,6.598521782834506e-79,2.5609071313429088e-73,1.1271793841563727e-68,1.584773916957042e-31,2.5665888132125867e-45,7.627044836333338e-116,2.0891103707674568e-122,0.3608134783746501,1.8741886986454123e-78,4.543875721643141e-68,1.0854002003342473e-102,2.0517031404349977e-160,1.7156306463516984e-107,7.966751444446532e-65,1.922887033118037e-39,6.744115262928379e-75,6.97519012602799e-26,3.7825949234910056e-43,7.229018908998219e-52,3.1895780485405462e-37,3.5086174574818246e-71,3.131243105474614e-104,3.401158066942554e-54,1.2109623868484024e-88,5.306043368677086e-72,1.783816181717502e-125,8.431833249901046e-64,4.22797635053021e-156,2.721569677523083e-113,3.8728207999746074e-84,2.0914961916199014e-62,3.702756271523284e-29,9.859034559806477e-47,0.27834865705208206,6.9324354559473625e-37,3.2838362258607135e-95,1.8377413699889864e-92,1.0613449428627624e-25,5.304514013786086e-187,5.621372173316079e-125,1.0707869440488546e-55,4.763216945718992e-37,2.5398033264374872e-157,8.406181338243248e-16,2.6449165435148905e-84,4.367905201857896e-35,6.953539805586154e-138,5.741989312789174e-64,7.726273253055153e-111,9.615173729186866e-113,4.883699993855993e-27,4.8070663408462715e-42,4.1289557822224814e-188,1.0580315769037897e-124,2.3492691665107524e-61,2.5782606766344427e-128,2.0453199234016185e-68,4.215101547071875e-63,1.653828084885536e-55,3.4350448492728955e-117,0.3608134783746501,6.562447150010968e-71,1.333021885016021e-66
400,2.7637248642871585e-48,1.915305606200849e-104,2.8660483880850854e-92,6.789569969697965e-23,4.796191190434567e-290,8.048943857086321e-50,1.2248425571336266e-135,1.0332105722940079e-73,1.4495768994844213e-59,8.428756690172408e-178,9.692469474349404e-25,3.991794050183532e-118,4.751683610724967e-73,1.3506161722652767e-116,6.427014464558283e-141,3.0795589465955106e-191,2.6055341049585428e-71,1.7537794321602638e-72,1.867306657081661e-141,1.8522984854911203e-119,2.6468247185432867e-81,9.624822081365361e-49,6.0172023936625074e-92,8.806744361409101e-114,1.1717997952886357e-148,6.493220893762592e-107,3.895484072737304e-08,2.1825582669235517e-77,4.065156748557869e-79,5.113528964137412e-97,3.577451400023917e-106,7.384676017087611e-16,2.572504480689746e-61,1.0098551948715397e-67,1.3505521750271251e-107,5.615314838171844e-158,5.988498794009654e-109,8.090265157910472e-124,3.414247413521229e-119,1.9381321910510043e-93,7.259280336900834e-102,5.634571594857313e-63,8.644476812863851e-112,1.2536917415814693e-68,5.4826174622865015e-64,2.0614081693323808e-76,1.8811171877885e-26,3.464718336853027e-183,1.1803913911722129e-96,6.260937375784767e-77,4.376010606171232e-41,0.24970846719907483,3.4470256132100433e-44,9.966900654620145e-28,1.918494563893754e-07,2.6221525004593618e-30,0.24970846720291107,3.717873753952733e-157,4.928271013462771e-42,2.5906632029085398e-102,2.481257665623262e-128,9.945121494001399e-115,2.446876651374191e-107,1.1295123013700593e-168,0.2484071994273187,1.0919360194219779e-49,1.2369738833704739e-55,6.809151923879288e-98,3.296396982452874e-28,5.1056761672663045e-23,4.892401431800892e-85,7.144537900892339e-131,6.770309699548317e-92,2.9244304337947965e-53,2.6013647402806685e-68,0.24970846720291107,8.564063758002505e-60,1.4699256280039038e-58,5.528895346701194e-67,3.954839278120959e-70,1.9790312636328303e-83,1.8488340571021803e-34,1.3223736712380802e-157,0.0024671681634865048,1.0301517112894569e-66,5.935220941171394e-92,1.7654623735563438e-40,3.0672705634876997e-72,8.638807438110514e-127,1.31103209817283e-178,2.4352424986847467e-56,6.486825838571837e-150,4.0453161811566636e-30,7.224149450065112e-87,1.405149600271292e-37,3.2043703220011265e-95,9.134260636542829e-69,3.389966724339341e-110,4.2713580574107264e-69
401,0.4982824297096487,2.1853000068154434e-103,3.0749241379859343e-134,2.5040110764933684e-31,4.0294165150344764e-265,2.468578227293718e-66,1.5655463334557783e-92,3.4338204892086854e-56,4.535424564710046e-36,3.329176874759305e-116,1.3895038379764892e-20,1.0972270697051999e-95,4.683978725543719e-93,2.4937182651803716e-74,2.7491824301554837e-105,3.660570040061681e-185,3.872329985664323e-80,4.382609210275241e-56,7.669011028458679e-81,4.2784776579179236e-96,0.5017175702903512,6.544846653697073e-88,2.1924158116574715e-68,1.2179740355637094e-60,9.989056759173093e-99,2.2384572980626093e-76,4.34636240239763e-40,6.648308912956378e-90,2.0339725614082197e-58,2.660953854930532e-82,9.411858737711222e-86,2.172707999099291e-36,1.9281581601501788e-97,7.011492877106827e-84,4.368615398707845e-97,5.024624661088481e-150,9.720041453094406e-108,2.2857653381223187e-98,1.6210380149262566e-108,6.214094994434329e-68,2.4661438057116098e-101,2.0313822006049046e-65,1.0306800110352039e-131,1.3051993539769602e-58,1.431447708301443e-77,1.5524296950391783e-83,1.4734107543813032e-79,2.1352889136887377e-124,3.5604583808280115e-61,9.309353905677197e-65,1.090358222617524e-57,5.633659767962928e-45,1.0580743345390017e-54,1.4579088694916807e-54,4.4859766323355635e-38,7.078539121457373e-47,3.1824159748877887e-74,2.1116381894986894e-176,1.0230346060527414e-56,2.5963694404822784e-94,1.3434759271460997e-84,3.0984803818093464e-112,4.638078673712514e-95,1.3955919621429223e-172,3.689001197933964e-105,8.924181789533052e-52,1.5868935866996052e-72,1.2560607404959543e-91,8.093905152017074e-58,2.9317401697317984e-41,6.07441689054195e-66,8.974738381304484e-113,6.739202481494692e-130,7.467199788565529e-48,2.716160996829091e-59,6.195001418482754e-117,1.6625063692088007e-75,7.756990835944065e-85,2.643736094861473e-101,1.2871157082178778e-52,6.474187370105802e-50,6.15267796682804e-50,1.467790980743674e-162,1.4741198333147066e-47,7.248083169621764e-79,1.274416327393297e-105,2.601409957535519e-58,1.2936415116141308e-83,8.551990590517312e-200,1.9217542076468413e-118,3.1419893697452166e-80,1.831407228109469e-73,5.122085096097953e-56,1.5414258946059198e-27,2.2006836105398205e-32,2.1278852095225558e-82,6.963714084855894e-75,1.2546379252299704e-106,1.7916303877474095e-73
402,7.278606635261344e-93,1.689091388039536e-162,5.883840299633929e-89,2.323882626756371e-22,0.0,2.3286896845796743e-67,1.2618482595670621e-82,4.047900799522921e-94,9.958878223899629e-90,1.0563525556339491e-221,5.857078933789517e-55,1.3960621172643559e-120,3.059299615292734e-112,1.313558070442332e-94,2.957967504126444e-141,4.63770958702923e-165,7.88818538663673e-119,5.702561961430864e-50,7.109185965261772e-108,1.6356598904790883e-113,6.04068930642857e-72,3.4567306541255635e-75,7.172441456756948e-30,2.3298288227638476e-50,1.1931254519189244e-92,5.614073390141123e-41,7.631199917866829e-85,4.55593075933324e-52,9.547685553777496e-44,1.8216479825107477e-60,9.064450262480064e-53,2.569681113902303e-28,3.4606756624967124e-86,1.5448123246799555e-68,8.039286947155293e-61,2.732061000018145e-187,6.831956042700693e-69,1.1245743714566035e-88,7.406239361389846e-84,1.5244011525914197e-51,3.2052251124962336e-57,4.157772104994273e-120,4.713813368791175e-108,1.2476103175392964e-29,1.2722077646594783e-62,8.31158550089522e-41,2.729475065966612e-89,3.661619514212891e-145,1.1053731605283235e-107,4.92090672558881e-100,4.4324563591083934e-32,1.6385701796492552e-66,2.8502041865081515e-37,1.4431019946805397e-49,6.541629321242772e-47,2.652811405783831e-47,1.8775022374183079e-87,1.4191023032305496e-112,2.6496301119716948e-14,3.11840938832631e-82,0.999933606122724,4.199319007073255e-92,1.696717918894776e-26,2.5706535024730113e-172,5.015176174263627e-115,3.8671991618811344e-81,6.634228815346932e-05,1.4277465340394318e-42,6.129185993285216e-39,1.1945617660083686e-22,1.631041965392799e-48,5.870645331406745e-106,8.76511601711864e-110,9.902743874199287e-54,1.5936395047758673e-164,5.2532101635231726e-145,4.277121421703504e-69,8.524417761421875e-28,1.6494314871664404e-144,5.158909511459616e-08,3.791050905510543e-66,3.093295118702326e-24,1.364403020438201e-135,2.388785257949951e-71,2.2536262697868953e-101,7.660107616369566e-143,1.5153116342447846e-38,1.8851126480485278e-44,2.365852254685626e-190,7.719057133999794e-129,7.068796898551994e-61,3.45174027626648e-89,1.527497708237189e-54,2.616717311994625e-69,3.3171423904302858e-52,4.271552719136355e-102,9.09501006616695e-16,3.2257739175253766e-95,8.883708125676543e-77
403,4.536923861445283e-81,2.1340219064634903e-133,4.681618644952361e-120,1.0274612068816833e-14,0.0,5.488379106838728e-72,2.2286964822879222e-144,1.5401161400349914e-124,8.912986726997712e-93,7.019378268159146e-199,6.072473229409106e-43,9.180500529850875e-156,2.7770790387025347e-64,3.849607410883561e-108,1.6141318849728718e-147,4.926898890551766e-176,8.627096380333545e-109,8.081331336256788e-79,1.6802637881722037e-113,1.3270121960859692e-146,1.238951596343579e-67,3.4599132001170734e-55,1.4373966932969717e-47,6.70327982499055e-94,2.3683101703506426e-124,8.953917203978345e-69,1.558987219316279e-42,2.010979169381156e-22,1.0261676592760347e-70,9.625153617215179e-73,7.082013613021001e-79,4.566034653871112e-05,1.4479595230763042e-46,3.4037196921030155e-41,1.5449436523883943e-88,8.227664321055266e-196,6.4358684386455726e-111,2.2558019893983119e-122,2.6074800830883363e-128,1.950207844821959e-74,1.0070700571816832e-125,5.9771818349845496e-33,4.3813252309376576e-144,2.4519755205478514e-67,1.734014586801303e-74,4.712716415457998e-34,0.20078541908309303,2.208799544687044e-210,1.8981514077946044e-97,2.0452363103291593e-104,5.969421487892234e-28,0.2007854190573877,5.704948451332175e-13,2.157731143870355e-22,1.5592705854371074e-09,0.19681698343618273,0.20078541504851993,2.5522591905200144e-166,4.1305549416075676e-54,4.453076535727418e-106,4.2919938397204426e-63,1.4193400821250386e-119,1.8022541899985017e-65,2.8166509479080013e-185,2.082893812052011e-57,7.873661899501751e-20,6.58858828323164e-48,1.7424210948090346e-80,2.944191511144536e-34,8.440307440513881e-36,2.0432818110749807e-50,2.0177595190225566e-137,2.0955374555236722e-95,8.887550259072976e-80,3.555307114834185e-53,2.3649728390718095e-13,1.2918611970218783e-95,5.356629880015882e-49,1.800355449734142e-88,1.962178149443705e-34,6.084034336830548e-73,2.5935147222107956e-55,1.1494859988493954e-155,0.20078110146819,1.5102777418823809e-94,3.837080516248284e-98,2.3136321413355692e-29,4.7701230752510786e-73,1.3066828815011244e-118,3.507089375475829e-223,2.2062560455455896e-106,3.0790036936198003e-82,2.7478775919740885e-85,6.851942966417386e-66,2.569368186853273e-41,5.454791059124925e-112,4.7518299217768745e-67,7.095868385994255e-42,2.177820576532458e-60
405,3.6536923598011454e-101,2.656733070452041e-147,3.0367117725099823e-93,2.928680644828648e-07,0.0,4.600649584371181e-75,1.321500982895673e-93,1.6026280692850312e-93,2.4455529753033534e-96,1.0225730147966142e-253,1.953968622815773e-47,5.332997500381864e-151,2.2397499708156234e-98,3.133189902133117e-125,2.490072782171429e-159,1.3768218475722678e-118,8.161679757768416e-135,1.347636900735764e-75,2.3137920719792545e-96,9.321069558821111e-110,4.259196268805423e-86,4.762434828479515e-54,9.248253589377236e-32,5.894767534438634e-39,9.355608451223821e-87,9.288252014574523e-41,1.2154368585914096e-65,4.247261907038421e-75,4.3653326880626764e-24,3.9205993402799317e-25,3.765656817767151e-27,7.874680826586266e-25,3.0258201382041426e-46,8.435776042083656e-67,1.2087161012846042e-51,8.052225645494762e-200,1.3434114098507807e-51,1.904993783494603e-58,6.505345719433474e-54,6.353045505341611e-36,2.9697937662600493e-40,7.235288079324066e-106,6.208095946450169e-98,5.009907233855524e-17,1.760547971443154e-83,7.552691412172346e-49,3.246579744409806e-99,1.0194781884136327e-147,1.7869863046393285e-107,4.6299858741858286e-95,1.0779577916231779e-42,1.3456885349841848e-70,1.1659716890706233e-38,3.1507326339767013e-50,1.6618530152779232e-48,2.3188136430582505e-25,4.379547615742814e-88,2.8441380754343982e-101,1.5835766752205022e-39,8.215346694815014e-95,5.463389499718815e-68,2.4703990822990756e-103,4.979616487743978e-54,1.695756177819039e-173,9.747727267970929e-87,2.3934216852020552e-82,1.8226952597865318e-64,1.3471939986821123e-34,2.600497701175721e-32,1.1436771297018872e-11,1.559733369319665e-41,7.348808797315072e-116,2.0753866386204228e-95,4.854520468205469e-37,1.2285528063149262e-202,3.186189448047312e-140,2.997926975752545e-70,7.319422404416832e-57,1.1573517492152629e-172,0.5101701289423111,3.811949734754978e-81,5.548701496427902e-24,1.9916358254000546e-140,4.1809063892218124e-67,8.143505472439513e-94,3.0543237104210604e-107,3.44476961016841e-37,4.9765020643331824e-36,6.653696669225567e-198,1.57200522546377e-137,7.870471942438219e-53,9.499773653189816e-120,2.375018406091183e-55,1.2892304811928303e-68,6.347601215906383e-52,2.5998596436175186e-119,0.48982957817818773,5.701417489672321e-105,7.421165021358996e-62
406,1.9906613786150604e-118,9.745203835371836e-165,1.721197409262623e-91,2.588544831246768e-22,0.0,9.371918485159721e-55,1.188381359892483e-63,1.6226951415737135e-93,3.428474062170551e-90,4.461333266777519e-248,5.990074811104713e-68,1.3820014696111285e-154,1.2160510214293487e-98,2.451087048860894e-122,2.4552504750146887e-161,5.586520462855031e-82,1.1015995238494263e-128,2.0906610972134154e-86,2.6334883271470596e-128,2.4056235202328136e-130,2.151394008773179e-92,2.1352908792015557e-36,0.4953061352561205,2.3873589629384763e-25,5.287860993455324e-52,3.307822360196346e-11,8.509210744358549e-79,4.302188138170662e-71,1.1551360076639938e-06,0.011209090584196155,2.951259497920067e-20,1.0306954131065454e-28,9.546352437774097e-93,1.3090067293967526e-64,7.804326020725176e-43,1.9837579186978943e-169,1.7490093332251935e-46,2.9097053374464195e-37,8.441444767375161e-40,9.77010885318008e-12,3.1687248521701736e-25,9.934830647679486e-123,9.156251145520327e-113,1.0520422217231664e-34,7.0747921466088006e-68,2.783777498822167e-79,1.9510049190825834e-78,3.5595430276539104e-165,1.421838978898505e-132,2.3444840222339605e-118,1.5149558210839286e-60,3.3624807483085096e-68,1.3366752493454125e-46,4.270103761921143e-68,1.1399582842942675e-63,2.922079066272805e-28,2.3151225955631534e-79,7.093694733781485e-82,5.83868786704704e-73,7.198792876316758e-91,7.350497489217847e-101,1.7828798688425087e-87,7.426152102813408e-39,3.1213399836412225e-136,1.0075237538383266e-109,1.0068450734359909e-104,1.8662560433161074e-34,0.49348361898082693,4.0394465752548254e-39,2.2183411169597956e-39,3.963063176339636e-16,4.7623770989054456e-102,1.7547943450301377e-47,2.507390864903133e-41,2.798927802761968e-189,1.5680314382350356e-153,2.7402623540078986e-92,3.4387203009725265e-23,9.615482092325165e-116,7.259064857388772e-34,1.2435621819841175e-59,2.5609222593716716e-28,1.455532387055851e-144,3.3165023088923904e-72,3.0634614957741847e-124,1.3845667861758613e-147,3.757836800229797e-56,2.8972118157077575e-29,1.4707267114396172e-149,7.6174690948423255e-177,3.3185977998799904e-61,2.5579669596531118e-157,1.5727913558802215e-66,1.864386133691434e-59,7.633722971864685e-60,7.057246226856954e-121,3.8055064886124867e-19,3.5484006736483006e-103,3.501677956221261e-95
407,9.73150241260395e-99,1.327286231766532e-150,1.5118932235818462e-95,1.263093592736935e-18,0.0,7.176662631296412e-73,2.2573079915126585e-82,6.657248883786424e-90,1.130443789548613e-93,5.036465618880255e-254,1.6484076394385834e-41,1.4199410904048426e-143,5.516654828624522e-100,5.108831094422665e-109,5.227717345424867e-150,1.9686763680711318e-116,1.602964354762181e-140,2.0013608831306924e-61,2.0889106902236482e-109,1.6700050077248817e-118,6.990244692799241e-77,1.5424202162224925e-72,6.538593782590411e-33,2.4434347090342464e-51,9.858245376532117e-87,4.43912181621199e-55,2.4451271957354104e-58,3.484995400691602e-74,1.259574022360337e-27,7.656690394675115e-32,2.400231292029188e-34,3.1481460111914963e-21,7.36724591735651e-66,3.6629179755739776e-31,5.315006886600133e-50,4.618483988827798e-185,9.803424523778825e-49,1.801146026594349e-74,1.0252231343291036e-62,3.0690857910694986e-49,1.3019770023458828e-48,6.9928373402842864e-96,1.4114992203473813e-104,2.1476249065307985e-39,6.603471471774739e-91,7.379549338755217e-14,5.265885228757144e-74,6.063318385150649e-154,1.5481560394457643e-102,7.191987884978366e-95,1.1668265691649793e-47,1.0905822703634726e-54,6.575812267283803e-29,2.8259546973815502e-37,4.703083868982585e-44,5.362254015511848e-18,5.5875983520648025e-80,2.1198665858362705e-111,9.627112344307996e-30,1.2384434332513424e-93,3.381861210222621e-64,3.813017698431082e-109,2.3905854684541358e-55,1.8992299813900625e-176,1.863683443411654e-95,2.073880499516245e-76,2.5528005192896795e-63,1.1790753793723625e-44,7.2146907810903604e-37,7.964773484147976e-18,1.5871551824398513e-39,2.3774234186514855e-117,1.6259447495440697e-105,5.1769129304463407e-42,1.4715127389485203e-178,1.7751964329239874e-136,1.873964544021884e-83,1.6809281837708278e-68,3.7747327573467614e-159,0.9999999999999263,8.326318271273528e-69,2.3919553790016073e-24,1.797799552370812e-128,1.7326984779999785e-57,2.6280650573843434e-88,5.619646000315343e-112,5.015113948673971e-35,1.045729142593144e-44,1.979660746219085e-182,1.6005892020849568e-157,1.6207059226871898e-63,2.0951242964747906e-106,1.9456806331641665e-56,6.908830219632441e-69,1.1429514822186107e-51,1.180092091131217e-123,2.200612428206803e-22,1.8964138206160885e-113,3.5020520805321346e-75
414,7.253220611600534e-70,8.54479357612318e-157,2.498373768028652e-103,1.1414161079819833e-14,0.0,5.952995475186675e-70,5.547509529462971e-125,2.7415970004589216e-86,2.21687544021159e-82,1.012178094041279e-240,1.3470043463447626e-37,2.0545899950318236e-134,8.780336756763889e-88,9.181802366301688e-88,1.9448520056588365e-140,3.6308297863730154e-151,3.261313343705659e-118,4.158497256064142e-56,3.668931626541444e-94,6.767592090016559e-98,8.16731757889337e-82,1.0111904180965765e-61,8.176335988157514e-53,2.7666066316588787e-68,7.096478571549685e-98,7.522873494744427e-59,3.040749836366059e-56,1.3564400959644477e-73,5.3752654619977875e-43,7.057440180824081e-59,2.694690539730112e-38,3.511978724471656e-38,1.0793541327225944e-64,6.668177084003604e-79,4.635481709347347e-70,1.4178081042216228e-180,4.400310400848812e-81,1.6509581753189044e-97,5.011071533535058e-98,2.9280768284427012e-61,2.764921666134959e-80,3.914847175458401e-102,3.1623250793819768e-105,4.453960437096183e-36,2.768086054193198e-72,5.873042681332765e-72,7.969293399508651e-72,2.216109768816868e-173,7.902914573548506e-103,1.1825559146587458e-85,2.947675925010339e-22,2.0602775123600914e-61,3.741313461741622e-14,1.0543802291477997e-18,1.7680291437414458e-25,2.8080274367798116e-09,1.2511467571262764e-36,2.0669876396794074e-140,8.702376572183906e-57,2.0274294269958225e-102,3.7432987726418854e-110,1.5757931861720822e-96,5.702031294355389e-64,1.0682580647808253e-166,7.927324639961772e-73,1.988333765412577e-49,1.907592119672593e-54,2.7200062750836442e-48,7.992350596873503e-24,0.9997210727282198,3.414447483980956e-36,5.663618608268197e-102,5.225648725334062e-103,1.0899539248407412e-26,2.236505705351864e-145,9.102251787206128e-106,9.927188217503139e-55,1.2695782391105939e-49,4.679961033961949e-137,6.057795426438414e-37,1.4884038233233672e-69,3.4107995709819034e-27,2.184134701414609e-149,3.019257594930441e-20,9.820574445972917e-98,5.1616379638872844e-104,0.0002789244637041872,2.7667244280117375e-46,2.6655156190004604e-159,7.098756115254642e-171,3.498467696127348e-60,2.2649192779308208e-138,2.3022747594003427e-64,1.7158751522619921e-68,6.555783003880627e-52,5.6517817782016335e-123,2.061536114553584e-20,2.1071185891353355e-105,7.65721140334344e-46
421,2.522599210775084e-89,4.022604033888955e-145,3.163174922586219e-66,1.4149295062093105e-13,0.0,1.2603400333127415e-56,2.383206987207871e-84,3.424122141829464e-92,1.665997479183721e-92,2.0730209597367445e-254,2.9979164160746315e-54,7.943366913312355e-169,1.7402583686594782e-90,1.0304764335567414e-122,6.621944290573221e-171,2.669993667024626e-135,6.316983416280263e-134,1.0277198164089418e-71,2.143511748940561e-130,1.4355006119322316e-81,2.9438123464813756e-96,1.7135209294225701e-65,7.969495101404092e-31,2.288670292761315e-53,2.2392589894571397e-89,6.930738575302459e-41,7.471253458267757e-56,5.991910468793786e-81,2.0178991669925093e-33,7.421827990897499e-37,1.515367921857047e-28,3.0117596085077867e-35,2.5063809651963556e-52,2.646835185719635e-75,4.762984285848663e-39,1.2574660378847516e-186,6.109304599530772e-56,1.1570097191624635e-50,5.372474494118414e-56,8.151630367486425e-30,6.67240758884754e-37,3.218950796695452e-91,2.718702135868232e-100,5.493713010157755e-41,3.067649711005045e-102,4.4845843777572026e-51,5.612828340504213e-106,1.3011875860732299e-123,4.671662918104537e-98,4.429722346253183e-100,1.5720960734828151e-25,8.528477360324597e-91,3.883468607088346e-48,3.1004936156081873e-50,8.83161106755168e-29,2.1799746067221195e-34,1.306143880402991e-88,4.801282718009646e-109,7.539022634676035e-38,1.5211003893820818e-73,2.379305629235448e-90,3.342929882259165e-92,2.1646929514459933e-73,1.2849589097308946e-136,8.886064978333353e-113,1.257310357191428e-48,5.56136954858347e-67,3.8599898733757e-07,1.7848203480853157e-24,4.213690333382906e-08,9.083475175521253e-22,7.519187237198148e-96,4.845476351150078e-62,2.3520349273945848e-35,4.2630051521766545e-218,2.7657026218734736e-134,1.3050118657575664e-27,3.833084899774289e-65,6.3936916897493165e-149,2.776596111820952e-32,5.2264167948789835e-74,2.2748977696575648e-20,3.6348860812684725e-125,2.825499239507071e-68,3.7901170497066994e-128,7.744092458225239e-78,3.82095181894543e-26,0.9999995718639679,1.0897954153433015e-173,4.4780019165786434e-156,5.976864207287507e-57,1.022543551905337e-164,5.674931382194162e-77,9.413065097062592e-105,4.503718215375189e-50,6.453716951002324e-126,9.214366362684652e-22,7.526361425472063e-135,2.977500422817321e-65
