Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
1.4826225666295698e-08,0.9999361657695799,9.019524445414031e-10,1.3879139767919814e-11,4.646142891353089e-06,4.3425188631413655e-09,1.0082371828356124e-09,7.158631468100315e-07,5.306604587764324e-07,3.4338562453676507e-06,9.906127608686376e-09,1.9123904760436604e-05,3.8892476063955734e-08,6.622455356072969e-08,3.410668280146686e-07,1.4710896685423914e-07,7.26784795585977e-06,1.7193861007488954e-11,4.1908292386215575e-10,1.0201809750021245e-07,3.891731786491601e-09,1.699853178019572e-08,1.9235674009484019e-10,8.807768121639895e-11,5.738789870569229e-12,2.956163661005905e-09,2.231617766996646e-05,3.2925594209770237e-11,3.692026926399192e-11,3.627429744040121e-08,1.2106402064490683e-10,2.1966707565400714e-11,3.053671676078406e-08,1.8835425172296493e-08,4.698142263895007e-10,1.8414453341487772e-08,3.72020033518606e-11,2.7271803813703344e-09,2.996562711996366e-11,5.9049175772452644e-08,1.9997497434007532e-09,1.1847607475301676e-08,3.486920885302703e-10,5.668897587545017e-12,2.117571090763272e-09,1.0702808845781686e-11,1.9103007554026142e-10,6.990639583758858e-09,5.3198999449750806e-08,6.685450448379691e-09,3.1933919903498655e-10,1.1441644437639111e-10,3.065438200899533e-11,2.2259202199127898e-09,3.741570162296898e-09,2.248694925505371e-11,6.126255784548159e-08,1.2120069085719947e-10,9.375879076366214e-11,4.880945123884812e-10,2.9619911766120067e-10,2.4684878577129798e-11,1.4683911013050142e-09,5.745530344398966e-09,7.942730412535163e-08,7.442122381245447e-11,2.8103724041837226e-08,4.730013387584586e-11,8.014435440755393e-13,3.3184972858324256e-11,6.717993055961362e-11,4.524851687534169e-11,7.17819333398653e-10,8.42637249141428e-09,1.1036277502833755e-07,8.517775714916019e-09,2.8308463630375535e-11,2.4457044556113705e-09,5.664275902596882e-08,2.8139285816079903e-10,1.194858684913073e-07,5.676864122616286e-10,3.9099355830302155e-11,1.338551204322497e-09,3.9240131270135706e-08,3.477704228398875e-07,1.1020094318113025e-11,1.8249550364026764e-09,2.090119631235761e-09,5.896672216734676e-09,3.227504900567427e-10,1.5909680020157474e-08,7.147436851738861e-10,1.1842821675071549e-09,3.347910719001594e-09,6.47098538553825e-07,8.928756356327682e-12,7.579570437001319e-10,3.2401291380902252e-06
1.0811069002921731e-07,1.6151804401199874e-05,6.808091823504174e-07,1.5556485816350174e-08,3.3868129523070963e-06,0.000451659761966553,2.736023469583951e-09,5.780562249087511e-08,8.665258895839634e-10,5.682404616921037e-06,2.0748605040635826e-07,4.76966057635027e-08,1.1388454837890303e-05,2.2660840754690955e-09,2.332563589991313e-06,1.0321898257934266e-06,2.237319978544033e-05,2.2582793417713514e-10,9.541837663743912e-07,1.5015233543938182e-08,2.9959995671682735e-05,1.1118028619910265e-05,7.404224380460878e-07,1.2195412909007929e-05,1.7421246108195367e-07,4.0687031293647965e-08,0.97680476857596,2.8171747185515234e-06,9.343054400249834e-07,4.084081712785988e-07,2.4654955989038983e-10,1.1137429218550002e-07,1.0844710649728198e-08,2.9279225684227738e-08,3.456790687650694e-09,4.397840483587415e-06,3.654277481080483e-07,4.481214220136135e-10,5.957305802896632e-05,5.066752637338091e-09,7.532521747753425e-08,1.841048449883423e-06,1.503399137295706e-05,1.0275425046427222e-06,3.6686961201974537e-07,8.181518522922901e-10,5.128978297993419e-07,5.47121843810193e-09,8.85816676369889e-06,9.905057599645148e-07,1.334029173142828e-05,4.790240256961497e-05,2.1353542918824414e-10,5.049695691575646e-05,0.001767507103510401,0.0004775301596421272,0.019684594689624902,2.0256869142404438e-08,8.116504521500648e-09,3.693795353479206e-05,1.9460127207025693e-08,1.6241935979504455e-05,5.0877963650185876e-09,3.058797733459207e-05,8.852614981883836e-05,5.023751551174121e-08,6.1174854831199545e-06,2.2183554291004157e-10,3.202548430543443e-08,2.5028057829203403e-05,1.6469475878152114e-06,9.456000711745587e-07,5.2042780179516234e-05,4.33649674963333e-08,1.2836037018167447e-05,6.278307952282258e-05,1.5599489058910538e-06,1.3795583020671237e-05,5.8257248638979266e-05,1.3072002240586747e-06,1.5966318246524032e-05,2.701011167490976e-09,3.988166813814564e-08,3.0443648667534525e-07,8.148973192886203e-06,2.717762280424726e-06,2.240188166230815e-08,4.556149401411811e-06,1.7655986406034252e-05,1.0247090006066347e-08,2.924653151435201e-08,6.643236331279278e-08,3.6068803381249295e-08,4.199597135908627e-08,1.7249157492696786e-08,1.398694871099367e-07,2.0157649059493133e-05,6.776673136486582e-06,6.785309665078276e-07
2.3755470629387735e-12,1.6888398655000757e-11,1.0402173146151572e-09,3.8727899748799925e-06,2.30666423029723e-11,4.330823787664886e-11,6.938091642692792e-09,1.1924548532247817e-11,1.1951326454172733e-12,2.58799723974254e-11,6.939502338501027e-16,3.159358443668128e-11,9.484818959016596e-12,1.9169597163888232e-13,4.608314657121926e-12,5.71374958056681e-10,7.874052509840337e-12,8.266504694128188e-12,8.145450521917551e-13,3.13121609903888e-10,4.0486145965117755e-10,2.7349616406050843e-08,6.60848169673278e-09,4.486945070288933e-06,1.8853513240891867e-08,5.18926502963281e-09,6.376895911448098e-12,1.2330206446318696e-08,0.00012392021956331595,3.515380317427107e-08,2.8661719533809e-11,2.1875779633601618e-08,8.528628767335775e-12,9.318273806585586e-13,5.45123063107651e-10,1.5847317025711395e-13,1.0922050792344109e-05,1.4049768225644098e-08,0.9898357282930073,0.009984601633964751,1.1308175449141175e-09,1.0799998724989378e-10,2.1692173381607513e-09,8.486622696603206e-08,1.9674171214160141e-13,5.904837587176118e-10,1.4489333371929674e-11,1.710431661173982e-08,1.0249559621997075e-09,5.384177467478437e-14,3.5133718367233936e-07,1.9104590469225094e-09,5.274090722555755e-08,8.0333861198285e-13,1.1714217513398e-09,6.248054701867933e-13,1.22720248801554e-14,1.5808047106946986e-06,6.351380772829655e-09,4.485567547947276e-11,3.1549535892077452e-09,1.3992030124157978e-10,2.1654491757948167e-09,6.221226682545008e-10,2.889823290667311e-12,3.0349740658839384e-12,3.6731386790130234e-11,5.843440435455939e-08,3.65718316739651e-10,5.189293831023936e-11,9.682907141412686e-13,1.126289201229415e-12,1.786772589733947e-10,1.1995023275397749e-11,8.90832666889855e-14,2.7733998697369248e-11,9.19651055794229e-08,7.029685190371553e-10,6.733377447018194e-13,1.6254461887823065e-07,5.744693059978715e-14,7.897813270696755e-08,1.2387059990247065e-08,2.9259623373558298e-12,2.1989265797015773e-09,1.3852163936017942e-08,3.978972034850474e-14,1.503333568198776e-08,2.194701927597517e-11,9.164606095364233e-09,2.2928910910915428e-10,2.6100373806437903e-14,8.894099475991338e-11,2.0973584912580113e-13,2.0031177027210703e-09,2.946053549955284e-11,3.37608332318264e-05,2.7058278798337325e-12,3.90506632558587e-12
1.0745711620414655e-07,2.6353891166861877e-11,1.4192663910794962e-07,6.282553872147494e-05,6.859919337285714e-10,9.620621655892716e-10,4.037744782368744e-08,4.5454449401550225e-11,8.672679018347509e-11,8.609896724328554e-11,1.3919891828315384e-09,4.323560883021396e-09,1.35633037314699e-09,1.0387502974268365e-11,3.176243649167155e-10,1.7711543834342945e-11,1.3395358882655096e-09,1.9262659496337179e-10,3.876432439324581e-06,5.76482311666744e-09,5.8725121391130846e-09,2.824093564621508e-08,3.7771278462623315e-10,3.9711382996384086e-08,6.504294510189829e-05,5.989614165863604e-08,1.3647155355747787e-09,4.2673871970718343e-08,1.6678471300527316e-08,6.735696857188766e-10,6.699684699663779e-07,4.296596857877066e-09,9.031268207480793e-11,2.4346236166849612e-12,3.6576043514329386e-09,2.3509149671211927e-10,2.4258479525660437e-08,1.3732506630961509e-08,2.6956542945103223e-08,4.710648358374296e-07,2.476374423563088e-06,1.468447063067516e-10,8.71353699736429e-09,0.9950503789606935,6.374574533146666e-10,2.163575516798615e-09,6.191206376316113e-11,2.1831367431767985e-07,1.0489550372131718e-08,3.0723383092728955e-08,2.3325079985465374e-07,6.23115779586429e-10,8.856147458117951e-08,1.4451109559296637e-08,3.0632970727055977e-09,2.5474236276057635e-09,1.1727480776707517e-09,2.2331399445555845e-07,2.3134768636057273e-07,4.899677899155804e-09,1.296098934659236e-07,1.3294327831989372e-08,5.273171626215284e-09,1.0472471971842502e-07,6.393210569859769e-12,4.340359779846833e-10,2.7700201398210807e-11,2.295874637424132e-07,5.448731958123598e-09,0.00015432208378949678,5.446622341953644e-09,9.023869863314278e-08,5.307365945724616e-10,1.6244872383812721e-06,1.590707348731905e-11,8.456309314237916e-10,2.724764662738925e-06,7.046861185767372e-08,1.5336991252696013e-11,6.64451744352863e-06,9.606126516599282e-12,1.0478542556984188e-08,1.5131899400675608e-07,6.220990488875406e-11,5.05109381461378e-10,8.376199977452525e-06,3.950233659796532e-07,9.415156816294476e-08,8.518536329540329e-11,1.7251880102408264e-06,1.5932905257557161e-06,3.330957039232139e-10,6.07657519043675e-09,7.840168804863229e-10,3.985061979878696e-09,1.862324785543287e-08,0.004634134060955161,9.536817519001266e-08,3.178134990811398e-08
6.074769447722742e-09,3.7257180862343324e-09,5.002543960000295e-12,6.338083507917365e-11,6.674004169350173e-10,2.0449383418032475e-07,2.1734832123145568e-16,3.181038131904371e-13,6.54436794100775e-11,1.061936728307124e-08,1.8216763706207513e-05,1.1713337101933545e-13,4.973417789280892e-09,1.4302561348794545e-11,1.949942533551333e-08,4.432080723750768e-13,9.320526208393114e-07,4.49722484857493e-14,7.936162501512838e-12,3.00529214688876e-11,6.708992405845511e-13,1.2183837640362515e-05,1.672290892665006e-13,7.909098086664864e-15,9.102378276241648e-14,6.015438701859263e-13,0.0005069112975077783,3.3097670985898582e-09,9.834972613622222e-13,5.200911075840265e-12,3.934404449253248e-17,1.1185151999305383e-07,8.071897867046367e-09,1.1287981876911981e-10,2.8328639214053353e-11,1.1308646916231564e-09,1.1632615996673399e-09,5.265338811331836e-14,2.4607262215015523e-08,3.995282460601245e-12,3.6792251858921496e-14,4.031747737272073e-07,9.152242700872022e-08,2.1582682983151936e-11,6.290045992623622e-08,1.241500271901508e-12,1.4451336413859141e-07,6.269870278827038e-15,1.4031004568461343e-12,1.96548967333366e-09,1.389202190038869e-09,1.837026941712219e-05,8.335413565983796e-12,5.10210562310069e-08,5.80693837608777e-08,1.1547511627958243e-08,0.0002290315804010317,7.628242059316404e-13,3.1504281871501455e-10,5.203037266186147e-10,4.654312599238818e-12,1.7752850251622663e-10,3.222999486485988e-12,5.969030405603028e-08,0.0001742680498670439,1.3589790683871179e-11,1.5071234820565113e-07,1.1072459152682712e-14,8.45176146835293e-07,5.264918116505757e-08,1.1528583323756715e-14,2.686185954672001e-13,2.3620533410368577e-08,1.3462304281876457e-13,5.831933154410469e-07,0.99860090075997,4.802895646883717e-11,5.0960895158822005e-06,3.852202372314804e-06,3.3233884601527476e-13,4.8526267841506615e-11,7.6576154929527e-12,1.0200937101370235e-12,0.00042558285142404637,6.639836578842585e-07,8.766652078430227e-12,2.287670024077778e-12,9.442562317399639e-13,2.9913647142218057e-07,1.1255513695512611e-12,9.862517622439444e-12,5.22810861712729e-11,1.4707742861833834e-09,4.928731703569134e-13,2.5839269151189976e-09,1.220364185321854e-11,1.3119239235240029e-11,7.440192183292304e-07,1.0269791213389948e-10
2.5794166307149503e-05,1.3274106378468784e-08,8.230804609245155e-10,3.4055157821304364e-08,9.030386167012441e-08,2.942338309706602e-09,4.3053812102264424e-09,1.216093255687005e-07,4.072584717819061e-08,6.869615025392343e-06,2.954672394147996e-07,4.984886294043244e-07,4.335331682961333e-09,1.9289129500527737e-07,2.90920408707156e-08,2.384933743213748e-10,3.832853240635493e-08,5.853241589918397e-08,2.0073805376828153e-07,1.2200620261654498e-09,0.9998942938976957,4.452062721204582e-10,2.9259439190327244e-09,9.738207121078634e-06,5.193905309070995e-08,3.0263210348983115e-09,7.238524097286783e-09,8.999979131884383e-11,1.7883551292208367e-07,2.0213979227232915e-09,4.4734079756531937e-11,1.7524961839321533e-08,4.1073570711675546e-10,1.467485896260293e-07,4.57251297207899e-12,2.9195279196253243e-07,1.645756724306243e-11,5.436926815212098e-09,4.66742177315704e-08,3.039406797206953e-08,2.6517643080785674e-12,8.806357936199706e-09,2.1731919917721125e-11,7.053451065976408e-10,4.907512105353423e-09,2.1374714051043014e-10,1.136326125030682e-07,3.504042519590134e-10,8.023949301892768e-07,1.2557236871067038e-08,2.8724234411627394e-11,6.632243728515196e-07,3.544204244517524e-08,1.813426115456796e-08,1.1254137691789502e-06,5.1027589645634655e-08,1.4783601188427296e-09,1.0618352761185295e-11,2.44026891878414e-10,2.765278541067384e-07,1.1760657652148506e-07,9.449792252167277e-10,5.94327600343742e-10,1.2859582085486228e-10,1.596046509687599e-08,6.5504376961292966e-06,2.3112272180172174e-10,6.508168641313451e-13,3.1245772511619496e-10,1.2577047702695692e-10,1.7226258331545382e-08,4.692058473142321e-09,1.2469182041363224e-10,2.068910246036933e-11,4.299190934094129e-05,1.3628119732571773e-08,2.3327858480007786e-09,3.072680462074677e-11,7.573359865629173e-08,4.323611583386594e-07,4.126754986927415e-06,1.1042996041501298e-09,3.9215121112093606e-11,7.761539553344013e-10,2.622981375172585e-07,5.019991667679171e-09,4.726247473992205e-10,2.0134932477958535e-11,3.952661102286098e-09,2.1749795076178823e-09,2.068080946513434e-09,7.366319378467998e-07,3.6821336714517763e-08,2.3494750214016906e-06,1.2795065024576553e-09,4.822670493890707e-10,4.25333736979741e-12,1.0983200284994733e-08,1.1127635783015433e-08
2.9527603442180805e-10,4.059906889199553e-09,4.081495237805621e-07,6.268396130495353e-07,3.362158563452461e-09,2.2633385049576595e-09,1.4923388116170874e-06,6.681819321554124e-09,1.2624871638243862e-09,1.714532156396704e-10,1.1079519822529996e-07,2.2998534236124867e-07,5.934226003613371e-09,1.3385246966543964e-08,7.578112673395644e-09,4.3984819744867e-09,7.506367574149058e-10,1.8749251156502188e-05,9.301156931131163e-09,5.6302593599514085e-09,2.0921845264790606e-08,4.339432170426731e-10,5.154574358337143e-08,3.836915565930664e-08,1.6136381126739987e-09,7.45547098433669e-06,7.620488800100476e-10,5.003607550437291e-06,3.820782016001614e-08,8.18369540295774e-09,3.399744851262056e-07,3.8093074646730813e-06,1.9098917154721723e-08,4.863885083848667e-09,1.2228167231697936e-08,7.868107101992582e-10,4.696256745435002e-06,5.203149100796683e-08,5.232872108793338e-09,1.8203365788356885e-08,2.1454100238552907e-08,9.246346809085619e-10,4.439803938690015e-09,8.89734700050396e-07,3.7555398994736126e-07,4.720339251997082e-06,6.52022183122499e-08,8.604733031071181e-07,5.248371693810459e-08,1.1679022645910177e-08,2.7653425752014032e-06,3.111595039122355e-09,0.00013831437261781587,1.312796966277792e-07,1.6958958359843115e-09,4.612461252350621e-11,9.8953082519016e-10,4.5762869099694625e-07,0.0001870673402894773,1.5075348279799517e-07,0.9985212621991796,2.0978963020439708e-09,0.0005899578326249943,8.81308346538543e-10,4.132647647435994e-11,8.592945030541351e-08,0.0004670516797028461,2.0878589394956153e-06,2.2542775711634552e-10,4.0976316659075464e-07,6.336268790218817e-09,3.322927702906818e-08,4.852736374079089e-10,2.8806810633633032e-08,9.232356550456703e-09,2.5819378668918226e-09,5.536676259904191e-08,6.770375062381736e-07,3.317412563509739e-10,6.434990321156608e-06,4.632246942031246e-09,1.5265727218749473e-05,2.5123829197724597e-08,6.968319526494128e-10,3.2159526649656993e-09,1.335176535744328e-07,7.571326980857384e-07,9.723001038282176e-07,8.096433031220111e-10,1.406339432565424e-07,2.544134996051453e-09,5.316338389396833e-07,6.329817992835264e-06,2.051983948863223e-09,1.746060597626089e-08,4.767974806869801e-07,7.564061664640806e-06,4.3786925980803534e-10,5.10116952491758e-07
3.623658415371333e-13,8.656506099865475e-12,1.233188562317843e-14,6.4204677580170675e-12,1.0525245040198236e-10,2.447920743555353e-10,2.244950559415988e-16,2.1406878972249663e-13,2.3777410289244774e-13,3.6784722569494983e-09,3.8189184650345543e-07,1.0840297878293431e-12,6.714816263435059e-11,5.714455111657192e-09,5.9249042992231486e-09,1.4010023040637326e-11,3.961733875746236e-08,2.151058694285227e-13,3.3788266305296496e-10,5.1036346589766924e-15,2.091525439830068e-09,5.0072665104176065e-09,5.406318333637103e-08,3.4139057322272833e-12,2.457084249845814e-13,2.9954013616751406e-10,8.254361464424988e-11,4.48548030260763e-10,3.2769042665025247e-11,7.007945908795604e-11,1.0284273926016264e-16,3.4823856116316776e-08,5.966543795311577e-10,7.638827353956644e-08,1.3388305895165895e-13,1.0221950332756496e-07,2.636557545303133e-12,1.9299068561419175e-17,6.797010978174881e-13,8.273032910385224e-13,1.9323805216187744e-19,1.3343810641466704e-07,1.5925736247843013e-13,1.804545925746207e-14,2.488649321215906e-09,1.0565949832500243e-12,0.9998820356852455,1.0541796229216029e-17,8.35571214595209e-12,3.8297742684878226e-11,1.0542959167046045e-10,7.621271709363475e-06,2.1221399199607816e-09,1.1126208571450213e-06,2.2063032727183993e-08,5.00748654420682e-09,2.249346385544395e-05,1.890334834577002e-15,1.413673088563282e-15,3.2943394482042244e-12,1.763701887598618e-10,5.543203371858986e-13,1.2887380780585769e-09,2.2925103404591006e-12,4.522814378677232e-07,1.5096399093297327e-07,6.646352761256103e-08,1.1061147729126454e-17,2.025475691987086e-12,1.287662721677564e-13,2.222759050209839e-12,3.5517007891666706e-13,3.6062584014042456e-10,3.0688382800604694e-16,6.78326343188364e-05,9.726910039625223e-06,1.4316907934470144e-16,3.5486851433167264e-10,1.248822174432888e-06,1.705685526210505e-11,1.7638614897913873e-07,3.254026249952561e-15,1.140026860806622e-16,1.6192231579703598e-06,4.560457999135009e-12,1.2038410320808946e-15,3.447889198608747e-12,6.229827921468407e-16,3.5318780677122672e-06,2.008207177336851e-17,5.862042035985723e-16,3.4337783035941844e-08,4.5247043462511756e-11,9.276023499518217e-08,4.718700059959781e-14,5.960568946159903e-14,2.5767776460036306e-14,9.229698798744057e-07,4.79176951828378e-11
4.482354373226508e-09,1.0240196825983515e-07,7.613226296421004e-06,0.0004469272708699512,3.611016310414938e-08,1.2414752518875371e-08,1.7886748468128077e-05,4.675903829219049e-08,1.295902471026733e-08,1.1175170152592172e-09,1.6431818421462196e-07,7.841479733038619e-08,2.5988314507313977e-06,5.171383691402776e-09,6.681419642962001e-09,3.4484808892902205e-07,9.97363745922202e-10,8.30491410685753e-08,4.263528626626806e-08,5.358958958976689e-06,8.478004650751633e-07,8.20298256553338e-07,7.225522988148205e-07,1.4714819795503393e-06,5.086975640386295e-07,7.754381737367391e-07,1.8414042570645887e-08,4.812895961947029e-07,6.00412083165501e-08,1.0626826389359593e-05,2.88514117577214e-05,8.504394906461443e-06,7.502037487612049e-06,1.2381026930197193e-08,1.9294054604770884e-06,1.3357447570148105e-09,0.0004790407087852981,1.0371111598795704e-06,5.2518550739639765e-06,3.327931016587473e-07,3.80318069577751e-06,1.8706904258496783e-08,6.156288262331631e-07,8.105433580445187e-05,8.157509487452332e-08,6.110356396551798e-06,2.7789007989322413e-08,2.1182368717577094e-06,1.6983406198626922e-07,7.326867532151637e-09,2.339292430532173e-06,3.7924979083794083e-07,3.5989484397628426e-06,8.555429917743624e-08,2.997959109141031e-08,2.1329377722218024e-05,1.6168357800148138e-09,5.452506384210822e-06,2.4625464519277355e-05,1.032355357073538e-07,1.9087750335880138e-05,1.159039156372522e-07,5.965513193838427e-07,1.1824343578261634e-07,8.270029474020522e-08,3.0228521265496636e-07,9.803926328734869e-09,5.487317608013511e-05,2.353938078917673e-05,1.8800904065007692e-06,8.256745149376286e-08,3.002931838011888e-08,1.3767661434907868e-08,3.690322154015538e-07,7.325043508181728e-11,3.889076757017331e-09,1.529908705133729e-06,2.5709378628941488e-08,2.7715660414632316e-10,0.9946105333083818,5.976935600366803e-09,0.00020152095487222606,5.963553711562771e-06,4.0615646002867575e-09,1.4958270931811641e-06,1.3392722486763294e-05,3.1883030161937806e-07,3.2607437359469904e-06,8.816075802276576e-10,2.5174630095531536e-06,3.241185599996593e-05,7.321502037624917e-08,1.6006193786057458e-06,7.915056523333247e-08,1.0268472113423587e-05,1.0024928639754036e-07,0.003824045130538673,2.0069094165062154e-08,7.649907285377503e-06
4.2891226069566764e-13,2.8608993008014934e-10,3.2946012383181316e-09,1.516596894340879e-08,2.078469462647662e-09,1.5698514567508563e-09,4.4192719352764464e-07,8.701956059000991e-09,3.2704051731818567e-10,5.90376825775056e-10,3.012147883093044e-10,3.965100023369194e-08,5.608445795610955e-08,2.825181363306939e-08,1.8823072028261267e-08,5.258595721081871e-07,2.7273662471567356e-10,4.381797323055225e-10,9.341440343401486e-09,5.30735842251991e-10,3.805261817736423e-09,2.630350598490878e-07,0.9999432193983013,9.900818720638565e-07,2.5853631537060624e-06,4.376994165169447e-06,2.9097582915028963e-09,7.2755563268240885e-09,1.901728546469748e-06,4.811918163376262e-06,1.9313730046846742e-07,1.7275937142179786e-08,3.8022191356137245e-10,3.2033564963019916e-08,1.2277245396580582e-07,3.1258505520258495e-08,1.1998467446027642e-06,1.3238135204510678e-09,1.636658249471437e-08,6.827394733068461e-10,2.0824453054927496e-08,4.159505610669437e-11,2.9904068239135475e-09,2.710670014263936e-08,5.776179163477026e-09,3.9332662402179713e-10,6.396310732771081e-07,4.1706158201198645e-09,3.981491248964452e-10,5.157934284272353e-10,9.023261182787845e-10,1.1909582041254469e-07,8.438814862349686e-08,3.585284821565307e-08,1.0149731364763175e-09,2.722698868055495e-08,1.9050320995466134e-09,1.0252018152731782e-07,1.9257226143727273e-11,4.1702849093335984e-10,1.7528916243985075e-08,1.3879990421174635e-07,1.5185829673555206e-06,1.9783037590488556e-08,8.814640667858314e-09,3.997742716588416e-09,2.520803438124637e-06,2.4765583997750238e-05,8.061272907677509e-10,1.3847648535833382e-11,3.5627786745242684e-06,8.395400657669438e-09,8.487276452765329e-07,5.454837999953161e-07,6.13493029103961e-10,2.470871934674474e-10,6.471693475909473e-11,8.25061327179728e-07,5.675270013560006e-09,2.9512220336578335e-07,7.41845609352463e-08,3.417700193719906e-07,2.415744791135739e-10,2.4154650754270735e-10,1.622036083410142e-11,1.639723056209026e-10,2.213189956729195e-09,7.744017468767498e-09,2.3544682160467976e-07,1.871779181785686e-10,5.533337042642758e-09,6.709767872447229e-09,1.0549794193429806e-07,1.4125840976812795e-06,5.130879972239318e-10,6.46920857211212e-09,6.56945700936084e-07,4.508025504451439e-08,5.298464774133003e-09
3.275505103884261e-10,7.7311846287159e-09,1.2654836076859474e-07,2.600168082860072e-07,5.935449830693997e-09,2.852681572636786e-09,2.5474984946519223e-06,6.568175557772366e-08,9.494330164500942e-09,5.520333900115658e-10,1.2810082164988992e-07,2.8360894408199667e-07,6.851709556770807e-08,1.7248775452836325e-07,9.598028583821135e-09,8.671699616112163e-08,1.090668476607339e-11,5.605044238936675e-07,5.472645438846604e-09,1.1310555474827962e-07,7.227311495799255e-08,2.3169914030135872e-09,9.724507839600512e-07,2.1492413167160934e-08,5.0676421481311704e-08,3.0516315357620274e-09,4.872637317309068e-09,6.646759336578666e-09,2.2589168154953804e-08,1.4372481282767682e-07,1.1998178022556643e-06,5.438433100664574e-07,8.521165868979874e-08,1.5743721304612785e-06,5.544699947852167e-07,1.8682384904743375e-09,8.8297309339628e-06,5.8227777709702525e-09,1.5299303830617592e-07,2.811530046375382e-11,3.270728747065915e-09,1.7888908019406093e-08,6.486552091321482e-09,1.6337556389766116e-08,3.1486955201181284e-09,3.720958358250019e-05,2.5120469004545646e-06,6.541939701082456e-08,1.1939192767224075e-07,1.658050418415176e-08,9.542184622346029e-09,3.443676392836924e-08,9.480173361861835e-06,5.288928824898427e-06,8.92218468886834e-09,1.1604469325756562e-06,2.458896730567496e-10,4.516745364142078e-08,1.663587078448438e-07,5.594334503049692e-09,7.848073928043838e-07,9.524663036174581e-09,3.9293104413407164e-07,2.063784562367544e-09,2.438240420765239e-09,2.605767425329735e-08,1.6466902765399372e-08,5.323143254628701e-07,1.3651601914996352e-07,6.034646239363944e-08,3.675127972289405e-08,3.257382404299821e-09,2.1751603075468434e-10,3.571020541303307e-08,2.6291063359750003e-10,6.671493144039961e-10,1.662148646997024e-09,4.5934780378652295e-10,1.9116194169471295e-10,0.9999202657304012,1.3326222762894816e-07,4.597026013908807e-07,4.8373184256614175e-08,4.6442638681668927e-08,2.144081106866255e-08,1.2650233152006636e-07,4.4171748513918976e-08,1.6831536139362416e-08,2.131931498716971e-09,1.3533449751875423e-08,2.768544734458655e-08,3.252850280840359e-07,7.031965293633199e-07,9.703238227579568e-08,5.926693638584544e-07,3.534173495408613e-09,7.542647625020088e-08,5.629964366434329e-10,8.085318475348015e-08
